商品ID,商品名,商品説明,カテゴリ,商品URL,計測用URL(UTM付き),画像URL,販売価格(税込),在庫
63,クウラ(FB01-105/L☆),FB01 覚醒の鼓動 収録,FB01 覚醒の鼓動 > L☆,https://www.kamehouse-db.com/product/63,https://www.kamehouse-db.com/product/63?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_d77b72.JPG,720,あり
1826,【A-】クウラ(FB01-105/L☆),FB01 覚醒の鼓動 収録,SALE,https://www.kamehouse-db.com/product/1826,https://www.kamehouse-db.com/product/1826?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_d77b72.JPG,650,あり
75,セル(FB02-084/SR☆),FB02 烈火の闘気 収録,FB02 烈火の闘気 > パラレル,https://www.kamehouse-db.com/product/75,https://www.kamehouse-db.com/product/75?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_b39a87.JPG,540,あり
6,ベジット (FB02-139/SCR☆),FB02 烈火の闘気 収録,FB02 烈火の闘気 > SCR,https://www.kamehouse-db.com/product/6,https://www.kamehouse-db.com/product/6?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_416552.JPG,2750,あり
657,バビディ(E03-04/☆),エナジーマーカーパック03 収録,エナジーマーカー > エナジーマーカーパック03,https://www.kamehouse-db.com/product/657,https://www.kamehouse-db.com/product/657?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250302_c54f50.jpeg,1830,あり
382,ジャネンバ(FB05-080/SR☆),FB05 未知なる冒険 収録,FB05 未知なる冒険 > パラレル,https://www.kamehouse-db.com/product/382,https://www.kamehouse-db.com/product/382?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250127_cc1304.jpeg,540,あり
387,孫悟空(FB05-119/SCR☆),FB05 未知なる冒険 収録,FB05 未知なる冒険 > SCR,https://www.kamehouse-db.com/product/387,https://www.kamehouse-db.com/product/387?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250127_c4e5c8.jpeg,8270,あり
503,ブラ:GT(FB03-127/UC☆),【プロモーションカード】 アニバーサリーパック03 収録,プロモーションカード > アニバーサリーパック,https://www.kamehouse-db.com/product/503,https://www.kamehouse-db.com/product/503?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250214_316b5d.jpeg,3210,あり
1015,人造人間16号(SB01-002/R☆),SB01 MANGA BOOSTER 01 収録,SB01 MANGA BOOSTER 01 > パラレル,https://www.kamehouse-db.com/product/1015,https://www.kamehouse-db.com/product/1015?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250626_ec3792.jpeg,5050,あり
2144,ナッパ（SB01-024 UC）,SB01 MANGA BOOSTER 01 収録,SB01 MANGA BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/2144,https://www.kamehouse-db.com/product/2144?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_47608836.jpg,80,あり
1019,ブルマ(SB01-045/L☆),SB01 MANGA BOOSTER 01 収録,SB01 MANGA BOOSTER 01 > L☆,https://www.kamehouse-db.com/product/1019,https://www.kamehouse-db.com/product/1019?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250626_114af2.jpeg,43980,あり
996,クリリン(SB01-051/UC☆),SB01 MANGA BOOSTER 01 収録,SB01 MANGA BOOSTER 01 > パラレル,https://www.kamehouse-db.com/product/996,https://www.kamehouse-db.com/product/996?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250626_3c2fcb.jpeg,5050,あり
1507,孫悟飯：少年期(FB08-106/SR☆),FB08 誇り高き戦闘民族 収録,FB08 誇り高き戦闘民族 > パラレル,https://www.kamehouse-db.com/product/1507,https://www.kamehouse-db.com/product/1507?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20251213_ff9d0a.jpeg,7350,あり
1669,人造人間17号（FB09 FB09-029 UC★）,FB09 VUAL EVOLUTION,FB09 DUAL EVOLUTION > パラレル,https://www.kamehouse-db.com/product/1669,https://www.kamehouse-db.com/product/1669?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260316_3edb10.jpg,1270,あり
1679,全王（FB09 FB09-031 SR★）,FB09 VUAL EVOLUTION,FB09 DUAL EVOLUTION > パラレル,https://www.kamehouse-db.com/product/1679,https://www.kamehouse-db.com/product/1679?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260316_bc9d92.jpg,720,あり
1633,ブラ：GT（FB09 FB09-114 R★）,FB09 VUAL EVOLUTION,FB09 DUAL EVOLUTION > パラレル,https://www.kamehouse-db.com/product/1633,https://www.kamehouse-db.com/product/1633?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260316_c39e49.jpg,3020,あり
1576,ゴジータ：BR（FB09 FB09-121 SCR★）,FB09 VUAL EVOLUTION,FB09 DUAL EVOLUTION > SCR,https://www.kamehouse-db.com/product/1576,https://www.kamehouse-db.com/product/1576?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260316_1a536c.jpg,6430,あり
2052,孫悟空（FB10-052 UC★）,FB10収録,FB10 CROSS FORCE > パラレル,https://www.kamehouse-db.com/product/2052,https://www.kamehouse-db.com/product/2052?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260612_9192b1.jpg,1830,あり
1942,セル（FB10 FB10-123 SCR★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > SCR,https://www.kamehouse-db.com/product/1942,https://www.kamehouse-db.com/product/1942?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260611_74bec9.jpeg,12700,あり
1370,孫悟天(FB08-008/UC),FB08 誇り高き戦闘民族 収録,FB08 誇り高き戦闘民族 > R以下,https://www.kamehouse-db.com/product/1370,https://www.kamehouse-db.com/product/1370?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20251212_afea3e.jpeg,650,あり
3511,【A-】20巻表紙(E-55),SB01 MANGA BOOSTER 01 収録,SB01 MANGA BOOSTER 01 > エナジーマーカー,https://www.kamehouse-db.com/product/3511,https://www.kamehouse-db.com/product/3511?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250627_b7eb1f.jpeg,4520,あり
3510,クリリン（FB10-005 UC★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3510,https://www.kamehouse-db.com/product/3510?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_c1b6ed.jpeg,2080,あり
3509,孫悟飯：少年期（FB10-055 R★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3509,https://www.kamehouse-db.com/product/3509?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_84e0d8.jpeg,6160,あり
3508,ピッコロ（FB10-067 R★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3508,https://www.kamehouse-db.com/product/3508?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_d45cf9.jpeg,2620,あり
3506,ビドー（FB10-085 C★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3506,https://www.kamehouse-db.com/product/3506?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_c3945a.jpeg,2080,あり
3505,人造人間17号（FB10-101 R★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3505,https://www.kamehouse-db.com/product/3505?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_77e486.jpeg,2080,あり
3504,孫悟空（FB10-115 R★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3504,https://www.kamehouse-db.com/product/3504?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_4072e0.jpeg,2480,あり
3503,カメハウスくじ【5900円】,"【カメハウス】 5900円くじ 全200パック限定 ■S賞（1口） 《未開封》ブルマ/孫悟空：少年期（PROMO SB01-057 SR★） ■A賞（20口） 人気商品を中心にランダム封入 孫悟空（FP-059 PR★） 魔人ブウ：悪（SB01-036 UC★） ベジット（FB10-041 UC★） 極限の煌めき（FB05-115 R★） 孫悟飯：幼年期（FB03-139 SCR★） エナジーマーカー（孫悟空vsフリーザ）（E-03） ブロリー：BR（FS03-10 SR★） ベジット（FB10-025 L★） 孫悟空（SB02-004 R★） ドラゴンボール／神龍（FB07-097 L★） 蒼き力の覚醒（FB02-136 UC★） 魔人ブウ：純粋（SB01-029 L★） 孫悟天／トランクス：幼年期（FB07-105 SR★） ■B賞（40口） 人気商品を中心にランダム封入 孫悟空（FB05-049 L★） シャロット（FS09-01 L★） エナジーマーカー（ゴテンクス）（E-88） ジブレット（FS10-01 L★） 孫悟飯：少年期（FB01-071 L★） ベジータ（FB09-092 UC★） 大神官（FB09-038 C★） 人造人間18号（FB01-014 UC★） エナジーマーカー（ピッコロ）（E-55） セル（FB10-097 L★） マジュニア（FB06-113 R★） エナジーマーカー（ゴジータ）（E-31） エナジーマーカー（ベジット）（E-30） 孫悟天（ST01-001 L★） エナジーマーカー（魔人ブウ：悪）（E-67 ★） ブロリー（FB08-088 UC★） 孫悟空／ベジータ（ST01-024 SR★） 地球を破壊する一撃（FB02-104 R★） 魔人ブウ：純粋（FS10-15 C★） エナジーマーカー（孫悟空＆ピッコロ）（E-59） 孫悟空（FP-027 PR★） 孫悟飯：幼年期（FB08-056 R★） 孫悟空（FS09-06 C★） 孫悟空（FB09-033 C★） 孫悟飯：幼年期（FB07-106 R★） 北の界王（SB02-002 C★） ブルマ（FB07-114 SR★） エナジーマーカー（孫悟空）（E-112 ★）"" ■C賞（139口） ランダム封入（パラレル以上確定） ■ラストワン ポタラ（FB10-047 R★） ",オリパ・福袋,https://www.kamehouse-db.com/product/3503,https://www.kamehouse-db.com/product/3503?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260826_504706.png,5900,あり
3502,孫悟飯：幼年期（FB10 FB10-060 C★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3502,https://www.kamehouse-db.com/product/3502?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260825_ce3b00.png,4220,あり
3501,《ARS10》エナジーマーカー（孫悟空＆ブルマ）（SB02 E-70）,エナジーマーカー,鑑定品(PSA等),https://www.kamehouse-db.com/product/3501,https://www.kamehouse-db.com/product/3501?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260821_fcd132.jpeg,36000,あり
3499,カメハウスくじ【2000円】,【カメハウス】 2000円くじ 全350パック限定 ■S賞（1口） 《未開封》孫悟飯：少年期（PROMO SB02-007 UC★） ■A賞（18口） 以下商品の中からランダム封入 チチ：少女期（FB06-103 SR★） ゴジータ（FB09-073 L★） 孫悟空（ミニ）：DA（FP-024 PR） エナジーマーカー（人造人間18号）【★】（E-33） ブロリー：BR（FS10-14 SR★） トランクス：未来（SB02-011 UC★） ブロリー（FB08-073 L★） エナジーマーカー（金背景／ベジット）【★】（E-02） 孫悟飯：少年期（FP-057 PR★） トランクス：未来（SB02-010 R★） ブロリー（FB08-073 L★） エナジーマーカー（ゴジータ：GT）（E-115 ★） ■B賞（69口） 人気商品を中心にランダム封入 孫悟空Jr.（FB08 FB08-097 L★） フリーザ（FB07 FB07-088 R★） ファイナルフラッシュ（FS02-16 C★） 孫悟飯：SH（FB07 FB07-058 SR★） エナジーマーカー（トランクス）（E01 E01-08 ★） バーダック（FB08 FB08-111 UC★） ミスター・サタン（FB10 FB10-021 SR★） 孫悟天/トランクス：幼年期（FB08 FB08-009 SR★） ブロリー（ST01 ST01-050 SR★） 孫悟飯:少年期（FB01-090 R★） ブラ：GT（FB03-127 UC★） エナジーマーカー（ゴジータ：GT）（Eon E-130 ★） トランクス:未来（FB01-049 R★） ジャネンバ（PROMO FB05-080 SR★） 孫悟空（FB09 FB09-037 SR★） トランクス：幼年期/孫悟天（ST01 ST01-058 SR★） エナジーマーカー（ST01 E-153） 孫悟空/ベジータ（FB09 FB09-082 SR★） 孫悟飯:少年期（FB01-090 R★） ■C賞（262口） ランダム封入（SR以上確定） 【配送について】 ・土日祝日は発送を行っておりません。 【注意事項】 ・抽選の公平性を担保するため、事前にリストを作成しています。 ・掲載商品は一例です。掲載以外の商品が封入される場合もございます。 ・状態に傷のある商品が含,オリパ・福袋,https://www.kamehouse-db.com/product/3499,https://www.kamehouse-db.com/product/3499?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260818_c0eccf.png,2000,あり
3478,エナジーマーカー（ST01 E-156）,"【エナジーマーカー／E-156】ドラゴンボールスーパーカードゲーム フュージョンワールドのエナジーマーカーです。 エナジーマーカーはデッキに1枚必要な必須アイテム。デッキの雰囲気に合わせてお好みの1枚をお選びいただけます。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > エナジーマーカー,https://www.kamehouse-db.com/product/3478,https://www.kamehouse-db.com/product/3478?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143610076.jpg,780,あり
3470,トランクス：幼年期(FB08-016/UC☆) 状態B,FB08 誇り高き戦闘民族 収録,FB08 誇り高き戦闘民族 > パラレル,https://www.kamehouse-db.com/product/3470,https://www.kamehouse-db.com/product/3470?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20251213_0c7e67.jpeg,1250,あり
3469,孫悟空（PROMO FP-077 PR）,Vジャンプ2026年5月特大号付録,プロモーションカード > 雑誌付録,https://www.kamehouse-db.com/product/3469,https://www.kamehouse-db.com/product/3469?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260807_f70db7.png,370,あり
3424,ゴテンクス（ホロ）（ST01 ST01-020 C）,"【ゴテンクス（ホロ）／ST01-020／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3424,https://www.kamehouse-db.com/product/3424?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611297.jpg,650,あり
3421,ゴテンクス（ST01 ST01-020 C）,"【ゴテンクス／ST01-020／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3421,https://www.kamehouse-db.com/product/3421?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611307.jpg,80,あり
3419,キビト神（ST01 ST01-019 C）,"【キビト神／ST01-019／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3419,https://www.kamehouse-db.com/product/3419?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611322.jpg,50,あり
3417,キビト（ST01 ST01-018 C）,"【キビト／ST01-018／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3417,https://www.kamehouse-db.com/product/3417?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611342.jpg,50,あり
3415,世代を超えた宿命（ST01 ST01-017 C）,"【世代を超えた宿命／ST01-017／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3415,https://www.kamehouse-db.com/product/3415?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611357.jpg,50,あり
3413,かめはめ波（ST01 ST01-016 C）,"【かめはめ波／ST01-016／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3413,https://www.kamehouse-db.com/product/3413?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611377.jpg,50,あり
3409,ビーデル（ST01 ST01-014 C）,"【ビーデル／ST01-014／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3409,https://www.kamehouse-db.com/product/3409?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611412.jpg,50,あり
3408,トランクス：幼年期（ST01 ST01-013 R★）,"【トランクス：幼年期／ST01-013／R★】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > パラレル,https://www.kamehouse-db.com/product/3408,https://www.kamehouse-db.com/product/3408?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611422.jpg,650,あり
3407,トランクス：幼年期（ST01 ST01-013 R）,"【トランクス：幼年期／ST01-013／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3407,https://www.kamehouse-db.com/product/3407?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611432.jpg,80,あり
3405,トランクス：幼年期（ST01 ST01-012 C）,"【トランクス：幼年期／ST01-012／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3405,https://www.kamehouse-db.com/product/3405?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611447.jpg,50,あり
3404,孫悟飯：青年期（ST01 ST01-011 SR★）,"【孫悟飯：青年期／ST01-011／SR★】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > パラレル,https://www.kamehouse-db.com/product/3404,https://www.kamehouse-db.com/product/3404?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611454.jpg,1810,あり
3403,孫悟飯：青年期（ST01 ST01-011 SR）,"【孫悟飯：青年期／ST01-011／SR】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > SR,https://www.kamehouse-db.com/product/3403,https://www.kamehouse-db.com/product/3403?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611467.jpg,80,あり
3401,孫悟飯：青年期（ST01 ST01-010 C）,"【孫悟飯：青年期／ST01-010／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3401,https://www.kamehouse-db.com/product/3401?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611482.jpg,50,あり
3399,孫悟飯：青年期（ST01 ST01-009 C）,"【孫悟飯：青年期／ST01-009／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3399,https://www.kamehouse-db.com/product/3399?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611497.jpg,50,あり
3395,孫悟天（ST01 ST01-007 R）,"【孫悟天／ST01-007／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3395,https://www.kamehouse-db.com/product/3395?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611534.jpg,80,あり
3393,孫悟天（ST01 ST01-006 R）,"【孫悟天／ST01-006／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3393,https://www.kamehouse-db.com/product/3393?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611557.jpg,80,あり
3391,孫悟天（ST01 ST01-005 C）,"【孫悟天／ST01-005／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3391,https://www.kamehouse-db.com/product/3391?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611572.jpg,50,あり
