商品ID,商品名,商品説明,カテゴリ,商品URL,計測用URL(UTM付き),画像URL,販売価格(税込),在庫
46,大猿ベビー (FB04-104/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/46,https://www.kamehouse-db.com/product/46?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_f0bac2.JPG,460,あり
45,魔人ブウ:悪 (FB04-093/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/45,https://www.kamehouse-db.com/product/45?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_b4ba1f.JPG,910,あり
44,大猿ベジータ (FB04-052/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/44,https://www.kamehouse-db.com/product/44?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_8e9297.JPG,460,あり
43,ナッパ (FB04-064/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/43,https://www.kamehouse-db.com/product/43?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_9fd549.JPG,560,あり
41,孫悟空(ミニ):DA (FB04-012/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/41,https://www.kamehouse-db.com/product/41?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_261aaa.JPG,910,あり
40,フリーザ (FB04-018/SR☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/40,https://www.kamehouse-db.com/product/40?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_524aad.JPG,1320,あり
39,大猿ベビー (FB04-104/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/39,https://www.kamehouse-db.com/product/39?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_0a5168.JPG,80,あり
38,スーパーベビー1 (FB04-108/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/38,https://www.kamehouse-db.com/product/38?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_fd816a.JPG,80,あり
37,トランクス:GT (FB04-114/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/37,https://www.kamehouse-db.com/product/37?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_47d40a.JPG,210,あり
36,魔人ブウ:純粋 (FB04-094/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/36,https://www.kamehouse-db.com/product/36?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_5d2834.JPG,210,あり
35,魔人ブウ:悪 (FB04-093/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/35,https://www.kamehouse-db.com/product/35?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_a2679e.JPG,280,あり
34,大猿ベジータ (FB04-052/SR),FB04 限界を超えしもの 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/34,https://www.kamehouse-db.com/product/34?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_754328.JPG,80,あり
33,孫悟空 (FB04-059/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/33,https://www.kamehouse-db.com/product/33?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_f80ef0.JPG,80,あり
32,ナッパ (FB04-064/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/32,https://www.kamehouse-db.com/product/32?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_6703b5.JPG,270,あり
31,ゴテンクス (FB04-033/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/31,https://www.kamehouse-db.com/product/31?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_5f2083.JPG,80,あり
30,ベジータ(ミニ):DA (FB04-045/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/30,https://www.kamehouse-db.com/product/30?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_75c607.JPG,120,あり
29,フリーザ (FB04-018/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/29,https://www.kamehouse-db.com/product/29?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241214_4fdb4c.JPG,120,あり
28,孫悟空(ミニ):DA (FB04-012/SR),FB04 限界を超えし者 収録,FB04 限界を超えし者 > SR,https://www.kamehouse-db.com/product/28,https://www.kamehouse-db.com/product/28?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_a2764f.JPG,180,あり
27,ピッコロ(ミニ):DA (FB04-067/R☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/27,https://www.kamehouse-db.com/product/27?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_8ab46b.JPG,170,あり
26,ブルマ(ミニ):DA (FB04-043/R☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/26,https://www.kamehouse-db.com/product/26?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_b95f8e.JPG,80,あり
25,シン(ミニ):DA (FS06-03/SR☆),FS06 孫悟空(ミニ) ボーナスカード収録,スタートデッキ > FS06 孫悟空(ミニ),https://www.kamehouse-db.com/product/25,https://www.kamehouse-db.com/product/25?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_089eca.JPG,110,あり
24,ゴールデンデスビーム (FS04-15/C☆),FS04 フリーザ ボーナスパック収録,スタートデッキ > FS04 フリーザ,https://www.kamehouse-db.com/product/24,https://www.kamehouse-db.com/product/24?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_801e47.JPG,120,あり
20,グロリオ:DA (FB04-105/R☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/20,https://www.kamehouse-db.com/product/20?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_63f2d9.JPG,270,あり
19,キング・ゴマー:DA (FB04-080/R☆),FB04 限界を超えし者 収録,FB04 限界を超えし者 > パラレル,https://www.kamehouse-db.com/product/19,https://www.kamehouse-db.com/product/19?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_f92853.JPG,170,あり
18,フリーザ (FS04-12/C☆/アルバト),【プロモーションカード】 アルティメットバトル 上位入賞景品,プロモーションカード > アルティメットバトル,https://www.kamehouse-db.com/product/18,https://www.kamehouse-db.com/product/18?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_dc6505.JPG,1640,あり
15,蒼き力の覚醒 (FB02-136/UC☆),ショップバトル景品,プロモーションカード > 交流会・ショップバトル,https://www.kamehouse-db.com/product/15,https://www.kamehouse-db.com/product/15?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_3ab9a4.JPG,180,あり
14,フリーザ (FS05-13/C☆),FS05 バーダック ボーナスパック収録,スタートデッキ > FS05 バーダック,https://www.kamehouse-db.com/product/14,https://www.kamehouse-db.com/product/14?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_a16a38.JPG,120,あり
13,孫悟空:GT (FB03-140/SCR☆),FB03 怒りの咆哮 収録,FB03 怒りの咆哮 > SCR,https://www.kamehouse-db.com/product/13,https://www.kamehouse-db.com/product/13?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_ad436e.JPG,1960,あり
12,トランクス:未来 (FB01-036/L☆),FB01 覚醒の鼓動 収録,FB01 覚醒の鼓動 > L☆,https://www.kamehouse-db.com/product/12,https://www.kamehouse-db.com/product/12?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_4f7b80.JPG,1480,あり
9,デスボール (FS04-16/C☆/再録),FB02 烈火の闘気 収録,FB02 烈火の闘気 > パラレル,https://www.kamehouse-db.com/product/9,https://www.kamehouse-db.com/product/9?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_56df3e.JPG,3480,あり
7,ジレン (FB03-001/L☆),FB03 怒りの咆哮 収録,FB03 怒りの咆哮 > L☆,https://www.kamehouse-db.com/product/7,https://www.kamehouse-db.com/product/7?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_274c9f.JPG,1320,あり
5,ケフラ (FB02-013/SR☆),FB02 烈火の闘気 収録,FB02 烈火の闘気 > パラレル,https://www.kamehouse-db.com/product/5,https://www.kamehouse-db.com/product/5?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_b1ffcb.JPG,370,あり
4,ジレン (FB03-009/SR☆),FB03 怒りの咆哮 収録,FB03 怒りの咆哮 > パラレル,https://www.kamehouse-db.com/product/4,https://www.kamehouse-db.com/product/4?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_2b7229.JPG,460,あり
3,孫悟飯:青年期 (FB02-018/SR☆),FB02 烈火の闘気 収録,FB02 烈火の闘気 > パラレル,https://www.kamehouse-db.com/product/3,https://www.kamehouse-db.com/product/3?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241212_5b6a6d.JPG,560,あり
3507,忠誠の盾（FB10-095 R★）,FB10 CROSS FORCE収録,FB10 CROSS FORCE > R以下,https://www.kamehouse-db.com/product/3507,https://www.kamehouse-db.com/product/3507?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20260831_d7a36c.jpeg,2080,あり
222,セリパ(FS05-04/C),FS05 バーダック 収録,スタートデッキ > FS05 バーダック,https://www.kamehouse-db.com/product/222,https://www.kamehouse-db.com/product/222?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241221_4ac33f.JPG,50,あり
1241,買取キット(カメハウスオリジナル),カメハウスオリジナルの買取キットです。24時間以内発送商品！コンビニ持ち込みだけで当店に届く仕様なので、出勤前や夜中でも簡単に買取にお出しいただけます!!!(※買取申込は公式LINEからご依頼ください)買取キットのご利用で買取成立の場合は、買取金額から360円上乗せしてお支払いします。＼買取成立で実質無料の買取キットをこの機会にお試しください／【内容物】PP袋ダンボール板輪ゴム着払いラベル封筒【使い方】買取申込を購入する(買取キットと同時でもOK)買取キットが届いたら中身を確認する宛名ラベルに自分の名前と住所を記入する3を封筒の表面に貼る身分証明書のコピーを4の封筒に入れる送りたいカードをPP袋にいれる(濡れ防止)6をダンボール板で挟む(折れ防止)7を輪ゴムで十字に留める(固定)8を4で作った封筒に入れる封筒の封をするヤマト運輸の営業所またはコンビニへお持ち込みいただく査定を待つ!!!!【よくある質問】Q.身分証明書は何が有効ですか？A.現住所記載の身分証明書が必要です。詳しくはこちらをご確認ください。Q.買取申し込みは必要ですか？A.はい。古物営業法で定められた方法にて、非対面での買取を実施しております。こちらからカートにいれてご決済までお願いしております。(商品代金は0円です。購入を持って買取申し込みとしております。)Q.買取の時、スリーブは外しますか？A.外す必要はございません。ただし、査定時に破棄いたしますのでお手元に残したい大事なスリーブ等はお使いにならないようお願いいたします。Q.買取キットのSサイズとMサイズってなんですか？A.買取キットの中に入れられるカードの枚数でサイズを分けています。以下はスリーブ未着用での目安枚数になります。Sサイズ40枚程度 Mサイズ100枚程度それ以上の枚数は、買取キットの想定の範囲外になりますので、お客様ご自身で発送方法をお選びください。Q.買取キット以外でも買取できますか？A.はい。可能です。当店へ発送前に、買取申し込みをご購入いただき、購入時の確認メールに記載の住所へお送りくださいませ。発送にかかる料金につきましては、発払い(お客様負担)でお願いしており、着払いは受け取りができません。買取成立時には、かかった送料を買取金額に上乗せしてお支払いいたします。(当店負担上限360円)その他、ご質問がございましたらお気軽にお問,ネット買取,https://www.kamehouse-db.com/product/1241,https://www.kamehouse-db.com/product/1241?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20251004_702e24.png,360,あり
3262,クウラ（FB01-105 L）,FB01 覚醒の鼓動 収録,FB01 覚醒の鼓動 > R以下,https://www.kamehouse-db.com/product/3262,https://www.kamehouse-db.com/product/3262?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_47614596.jpg,80,あり
3227,ボディチェンジ（FB01-137 R）,FB01 覚醒の鼓動 収録,FB01 覚醒の鼓動 > R以下,https://www.kamehouse-db.com/product/3227,https://www.kamehouse-db.com/product/3227?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_47614452.jpg,80,あり
937,ギンナンマン(FS10-02/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/937,https://www.kamehouse-db.com/product/937?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_e84f1e.jpeg,50,あり
934,ザマス(FS10-05/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/934,https://www.kamehouse-db.com/product/934?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_bd5380.jpeg,50,あり
933,ジブレット(FS10-06/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/933,https://www.kamehouse-db.com/product/933?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_7d5101.jpeg,50,あり
932,ジャネンバ(FS10-07/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/932,https://www.kamehouse-db.com/product/932?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_2e6352.jpeg,50,あり
930,スーパーベビー2(FS10-09/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/930,https://www.kamehouse-db.com/product/930?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_f9a6f1.jpeg,50,あり
929,セル(FS10-10/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/929,https://www.kamehouse-db.com/product/929?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_bb4355.jpeg,50,あり
928,ターレス(FS10-11/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/928,https://www.kamehouse-db.com/product/928?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_9feb79.jpeg,50,あり
927,ヒット(FS10-12/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/927,https://www.kamehouse-db.com/product/927?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_5161e6.jpeg,50,あり
926,フリーザ(FS10-13/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/926,https://www.kamehouse-db.com/product/926?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_c4a360.jpeg,50,あり
924,魔人ブウ：純粋(FS10-15/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/924,https://www.kamehouse-db.com/product/924?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_af35c2.jpeg,120,あり
923,ラディッツ(FS10-16/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/923,https://www.kamehouse-db.com/product/923?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_7ad4d5.jpeg,180,あり
922,怒りと憎悪のサイヤ人(FS10-17/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/922,https://www.kamehouse-db.com/product/922?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_26f742.jpeg,50,あり
921,歪められた正義(FS10-18/C),FS10 ジブレット 収録,スタートデッキEX > FS10 ジブレット,https://www.kamehouse-db.com/product/921,https://www.kamehouse-db.com/product/921?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_82c712.jpeg,180,あり
901,キンカンマン(FS09-02/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/901,https://www.kamehouse-db.com/product/901?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_0fef36.jpeg,50,あり
900,ザッハ(FS09-03/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/900,https://www.kamehouse-db.com/product/900?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_b217bc.jpeg,50,あり
899,ジャコ(FS09-04/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/899,https://www.kamehouse-db.com/product/899?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_01cd82.jpeg,50,あり
898,シャロット(FS09-05/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/898,https://www.kamehouse-db.com/product/898?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_9d079c.jpeg,50,あり
897,孫悟空(FS09-06/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/897,https://www.kamehouse-db.com/product/897?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_95d4c8.jpeg,50,あり
891,トランクス：未来(FS09-11/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/891,https://www.kamehouse-db.com/product/891?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_98df29.jpeg,50,あり
890,ナッパ(FS09-12/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/890,https://www.kamehouse-db.com/product/890?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_f0fd81.jpeg,50,あり
889,ビルス(FS09-13/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/889,https://www.kamehouse-db.com/product/889?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_345b58.jpeg,50,あり
884,ナニサマのつもりだああっ(FS09-18/C),FS09 シャロット 収録,スタートデッキEX > FS09 シャロット,https://www.kamehouse-db.com/product/884,https://www.kamehouse-db.com/product/884?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250614_9c9b42.jpeg,50,あり
799,カダン：DA(FS08-02/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/799,https://www.kamehouse-db.com/product/799?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_cd61de.jpeg,50,あり
798,キビト(ミニ)：DA(FS08-03/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/798,https://www.kamehouse-db.com/product/798?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_9309ef.jpeg,50,あり
797,グロリオ：DA(FS08-04/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/797,https://www.kamehouse-db.com/product/797?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_9d0434.jpeg,50,あり
796,シン(ミニ)：DA(FS08-05/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/796,https://www.kamehouse-db.com/product/796?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_06a618.jpeg,50,あり
794,デンデ(ミニ)：DA(FS08-07/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/794,https://www.kamehouse-db.com/product/794?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_478042.jpeg,50,あり
793,トロル：DA(FS08-08/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/793,https://www.kamehouse-db.com/product/793?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_cf6b03.jpeg,50,あり
792,パンジ：DA(FS08-09/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/792,https://www.kamehouse-db.com/product/792?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_1a7216.jpeg,50,あり
791,ピッコロ(ミニ)：DA(FS08-10/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/791,https://www.kamehouse-db.com/product/791?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_2d5436.jpeg,50,あり
790,ブルマ(ミニ)：DA(FS08-11/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/790,https://www.kamehouse-db.com/product/790?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_d4cea8.jpeg,50,あり
789,ベジータ(ミニ)：DA(FS08-12/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/789,https://www.kamehouse-db.com/product/789?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_973552.jpeg,50,あり
787,ペラル：DA(FS08-14/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/787,https://www.kamehouse-db.com/product/787?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_04df42.jpeg,50,あり
785,復活虫(FS08-16/C),FS08 ベジータ(ミニ)-超サイヤ人3- 収録,スタートデッキ > FS08 -ベジータ(ミニ)超サイヤ人3-,https://www.kamehouse-db.com/product/785,https://www.kamehouse-db.com/product/785?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20250504_68c46c.jpeg,50,あり
260,誇り高きサイヤ人(FS07-12/C),FS07 ベジータ(ミニ) 収録,スタートデッキ > FS07 ベジータ(ミニ),https://www.kamehouse-db.com/product/260,https://www.kamehouse-db.com/product/260?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241222_5717cf.JPG,50,あり
259,ベジータの戦闘服(FS07-11/C),FS07 ベジータ(ミニ) 収録,スタートデッキ > FS07 ベジータ(ミニ),https://www.kamehouse-db.com/product/259,https://www.kamehouse-db.com/product/259?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241222_209e02.JPG,50,あり
258,ミスター・サタン(ミニ):DA(FS07-10/C),FS07 ベジータ(ミニ) 収録,スタートデッキ > FS07 ベジータ(ミニ),https://www.kamehouse-db.com/product/258,https://www.kamehouse-db.com/product/258?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241222_64e2d7.JPG,50,あり
257,魔人ブウ(ミニ):DA(FS07-09/C),FS07 ベジータ(ミニ) 収録,スタートデッキ > FS07 ベジータ(ミニ),https://www.kamehouse-db.com/product/257,https://www.kamehouse-db.com/product/257?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/20241222_a0551d.JPG,50,あり
